t,n,A,B,C,D
0.00160,0,809.7961,809.7961,0,0
0.00349,1,809.7961,809.7961,0,0
0.00352,2,809.7961,809.7961,0,0
0.00470,3,809.7961,809.7961,0,0
0.00652,4,809.7961,809.7961,0,0
0.00653,5,809.7961,809.7961,0,0
0.00773,6,809.7961,809.7961,0,0
0.00774,7,809.7961,809.7961,0,0
0.00959,8,809.7961,809.7961,0,0
0.01138,9,809.7961,809.7961,0,0
0.01140,10,809.7961,809.7961,0,0
0.01267,11,809.7961,809.7961,0,0
0.01449,12,809.7961,809.7961,0,0
0.01452,13,809.7961,809.7961,0,0
0.01574,14,809.7961,809.7961,0,0
0.01575,15,809.7961,809.7961,0,0
0.01756,16,809.7961,809.7961,0,0
0.01938,17,809.7961,809.7961,0,0
0.01940,18,809.7961,809.7961,0,0
0.02064,19,809.7961,809.7961,0,0
0.02247,20,809.7961,809.7961,0,0
0.02249,21,809.7961,809.7961,0,0
0.02373,22,809.7961,809.7961,0,0
0.02374,23,809.7961,809.7961,0,0
0.02557,24,809.7961,809.7961,0,0
0.02741,25,809.7961,809.7961,0,0
0.02744,26,809.7961,809.7961,0,0
0.02863,27,809.7961,809.7961,0,0
0.03049,28,809.7961,809.7961,0,0
0.03051,29,809.7961,809.7961,0,0
0.03172,30,809.7961,809.7961,0,0
0.03173,31,809.7961,809.7961,0,0
0.03357,32,809.7961,809.7961,0,0
0.03538,33,809.7961,809.7961,0,0
0.03539,34,809.7961,809.7961,0,0
0.03715,35,809.7961,809.7961,0,0
0.03848,36,809.7961,809.7961,0,0
0.03851,37,809.7961,809.7961,0,0
0.03973,38,809.7961,809.7961,0,0
0.03974,39,809.7961,809.7961,0,0
0.04156,40,809.7961,809.7961,0,0
0.04339,41,809.7961,809.7961,0,0
0.04343,42,809.7961,809.7961,0,0
0.04464,43,809.7961,809.7961,0,0
0.04647,44,809.7961,809.7961,0,0
0.04649,45,809.7961,809.7961,0,0
0.04772,46,809.7961,809.7961,0,0
0.04774,47,809.7961,809.7961,0,0
0.04957,48,809.7961,809.7961,0,0
0.05138,49,809.7961,809.7961,0,0
0.05140,50,809.7961,809.7961,0,0
0.05264,51,809.7961,809.7961,0,0
0.05450,52,809.7961,809.7961,0,0
0.05454,53,809.7961,809.7961,0,0
0.05573,54,809.7961,809.7961,0,0
0.05574,55,809.7961,809.7961,0,0
0.05755,56,809.7961,809.7961,0,0
0.05942,57,809.7961,809.7961,0,0
0.05945,58,809.7961,809.7961,0,0
0.06064,59,809.7961,809.7961,0,0
0.06249,60,809.7961,809.7961,0,0
0.06251,61,809.7961,809.7961,0,0
0.06372,62,809.7961,809.7961,0,0
0.06375,63,809.7961,809.7961,0,0
0.06560,64,809.7961,809.7961,0,0
0.06743,65,809.7961,809.7961,0,0
0.06746,66,809.7961,809.7961,0,0
0.06864,67,809.7961,809.7961,0,0
0.07056,68,809.7961,809.7961,0,0
0.07062,69,809.7961,809.7961,0,0
0.07178,70,809.7961,809.7961,0,0
0.07180,71,809.7961,809.7961,0,0
0.07360,72,809.7961,809.7961,0,0
0.07542,73,809.7961,809.7961,0,0
0.07545,74,809.7961,809.7961,0,0
0.07663,75,809.7961,809.7961,0,0
0.07850,76,809.7961,809.7961,0,0
0.07852,77,809.7961,809.7961,0,0
0.07972,78,809.7961,809.7961,0,0
0.07974,79,809.7961,809.7961,0,0
0.08161,80,809.7961,809.7961,0,0
0.08342,81,809.7961,809.7961,0,0
0.08344,82,809.7961,809.7961,0,0
0.08464,83,809.7961,809.7961,0,0
0.08649,84,809.7961,809.7961,0,0
0.08652,85,809.7961,809.7961,0,0
0.08773,86,809.7961,809.7961,0,0
0.08775,87,809.7961,809.7961,0,0
0.08961,88,809.7961,809.7961,0,0
0.09143,89,809.7961,809.7961,0,0
0.09146,90,809.7961,809.7961,0,0
0.09264,91,809.7961,809.7961,0,0
0.09448,92,809.7961,809.7961,0,0
0.09450,93,809.7961,809.7961,0,0
0.09572,94,809.7961,809.7961,0,0
0.09573,95,809.7961,809.7961,0,0
0.09756,96,809.7961,809.7961,0,0
0.09941,97,809.7961,809.7961,0,0
0.09943,98,809.7961,809.7961,0,0
0.10064,99,809.7961,809.7961,0,0
0.10250,100,809.7961,809.7961,0,0
0.10252,101,809.7961,809.7961,0,0
0.10375,102,809.7961,809.7961,0,0
0.10380,103,809.7961,809.7961,0,0
0.10557,104,809.7961,809.7961,0,0
0.10741,105,809.7961,809.7961,0,0
0.10744,106,809.7961,809.7961,0,0
0.10863,107,809.7961,809.7961,0,0
0.11051,108,809.7961,809.7961,0,0
0.11054,109,809.7961,809.7961,0,0
0.11172,110,809.7961,809.7961,0,0
0.11174,111,809.7961,809.7961,0,0
0.11356,112,809.7961,809.7961,0,0
0.11543,113,809.7961,809.7961,0,0
0.11546,114,809.7961,809.7961,0,0
0.11664,115,809.7961,809.7961,0,0
0.11846,116,809.7961,809.7961,0,0
0.11848,117,809.7961,809.7961,0,0
0.11974,118,809.7961,809.7961,0,0
0.11976,119,809.7961,809.7961,0,0
0.12159,120,809.7961,809.7961,0,0
0.12344,121,809.7961,809.7961,0,0
0.12346,122,809.7961,809.7961,0,0
0.12465,123,809.7961,809.7961,0,0
0.12651,124,809.7961,809.7961,0,0
0.12653,125,809.7961,809.7961,0,0
0.12772,126,809.7961,809.7961,0,0
0.12773,127,809.7961,809.7961,0,0
0.12958,128,809.7961,809.7961,0,0
0.13138,129,809.7961,809.7961,0,0
0.13140,130,809.7961,809.7961,0,0
0.13264,131,809.7961,809.7961,0,0
0.13449,132,809.7961,809.7961,0,0
0.13452,133,809.7961,809.7961,0,0
0.13572,134,809.7961,809.7961,0,0
0.13573,135,809.7961,809.7961,0,0
0.13757,136,809.7961,809.7961,0,0
0.13940,137,809.7961,809.7961,0,0
0.13942,138,809.7961,809.7961,0,0
0.14064,139,809.7961,809.7961,0,0
0.14249,140,809.7961,809.7961,0,0
0.14252,141,809.7961,809.7961,0,0
0.14374,142,809.7961,809.7961,0,0
0.14375,143,809.7961,809.7961,0,0
0.14559,144,809.7961,809.7961,0,0
0.14741,145,809.7961,809.7961,0,0
0.14746,146,809.7961,809.7961,0,0
0.14864,147,809.7961,809.7961,0,0
0.15051,148,809.7961,809.7961,0,0
0.15053,149,809.7961,809.7961,0,0
0.15172,150,809.7961,809.7961,0,0
0.15173,151,809.7961,809.7961,0,0
0.15372,152,809.7961,809.7961,0,0
0.15540,153,809.7961,809.7961,0,0
0.15543,154,809.7961,809.7961,0,0
0.15668,155,809.7961,809.7961,0,0
0.15847,156,809.7961,809.7961,0,0
0.15849,157,809.7961,809.7961,0,0
0.15973,158,809.7961,809.7961,0,0
0.15975,159,809.7961,809.7961,0,0
0.16158,160,809.7961,809.7961,0,0
0.16342,161,809.7961,809.7961,0,0
0.16344,162,809.7961,809.7961,0,0
0.16463,163,809.7961,809.7961,0,0
0.16650,164,809.7961,809.7961,0,0
0.16652,165,809.7961,809.7961,0,0
0.16773,166,809.7961,809.7961,0,0
0.16775,167,809.7961,809.7961,0,0
0.16957,168,809.7961,809.7961,0,0
0.17142,169,809.7961,809.7961,0,0
0.17144,170,809.7961,809.7961,0,0
0.17263,171,809.7961,809.7961,0,0
0.17449,172,809.7961,809.7961,0,0
0.17452,173,809.7961,809.7961,0,0
0.17574,174,809.7961,809.7961,0,0
0.17576,175,809.7961,809.7961,0,0
0.17756,176,809.7961,809.7961,0,0
0.17939,177,809.7961,809.7961,0,0
0.17942,178,809.7961,809.7961,0,0
0.18065,179,809.7961,809.7961,0,0
